book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,description
548,162085,162085,2191061,75,60887303,9780060887310,2006,"Pretty Little Liars","Pretty Little Liars (Pretty Little Liars, #1)",eng,3.9,156328,165836,"dinner omnivore like simple question always posed dilemma eat anything nature supermarket offer deciding eat inevitably stir anxiety especially food offer might shorten life today buffered one food fad another america suffering described national eating disorder omnivore dilemma returned vengeance cornucopia modern american supermarket outlet confronts u bewildering treacherous food landscape stake eating choice child health health environment sustains life omnivore dilemma groundbreaking book one america fascinating original elegant writer turn omnivorous mind seemingly straightforward question dinner question confronted u since man discovered fire according michael pollan bestselling author botany desire answer today dawn century may well determine survival specie eat hamburger something organic perhaps something hunt gather grow find pollan follows food chain sustain food organic alternative food food forage source final meal process develops definitive account american way eating absorbing narrative take u iowa cornfield laboratory feedlot restaurant organic farm hunting ground always emphasizing dynamic coevolutionary relationship handful plant animal specie depend time pollan sits meal deploys unique blend personal investigative journalism trace origin everything consumed revealing unwittingly ingest explaining taste particular food flavor reflects evolutionary surprising answer pollan offer simple question posed book profound political economic psychological even moral implication u ultimately book much visionary solution problem pollan contends come food right thing often turn tastiest thing eater beautifully written thrillingly argued omnivore dilemma promise change way think politics pleasure eating anyone read dinner never look taste quite"
549,231850,231850,261903,58,670241334,9780670241330,1948,Corduroy,Corduroy,eng,4.28,160860,162337,"could live got right cold snowy night ursula todd born english banker wife dy draw first breath cold snowy night ursula todd born let lusty wail embarks upon life say least unusual grows also dy repeatedly variety way young century march towards second cataclysmic world war ursula apparently infinite number life give power save world inevitable destiny"
550,3109,3109,3287769,54,1594200823,9781594200820,2006,"The Omnivore's Dilemma","The Omnivore's Dilemma: A Natural History of Four Meals",eng,4.17,133271,147664,"confronted raging fire deadly accident volunteer fireman taylor mcaden feel compelled take terrifying risk one leap faith taylor ca bring make ca fall call nicholas spark modern master fateful love story phenomenal notebook message bottle walk made one america beloved storyteller newest work spark tell story making greatest commitment loving someone forever rescue confronted raging fire deadly accident volunteer fireman taylor mcaden feel compelled take terrifying risk risk one else department would ever take save life one leap faith taylor ca bring make ca fall love adult year taylor sought woman need rescued woman leaf soon crisis soon relationship start become truly intimate one day raging storm hit small southern town denise holton young single mother driving car skid road son kyle boy severe learning disability sacrificed everything unconscious bleeding found taylor mcaden wake chilling truth becomes clear kyle gone search kyle connection lifeline taylor denise take root taylor know rescue different others demanding far raw physical courage lead possibility rescue life lived without love require open door past slammed shut pain dare live life fullest daring love rescue nicholas spark weave inimitable spell immersing u passion surprising complexity modern teaching u something"
551,15790842,15790842,21443207,95,316176486,9780316176480,2013,"Life After Life","Life After Life",eng,3.74,138454,158661,"leland gaunt open new shop castle rock called needful thing anyone enters store find object lifelong dream desire prized baseball card healing amulet addition token payment gaunt request person perform little deed usually seemingly innocent prank played someone else town practical joke cascade control soon entire town battle sheriff alan pangborn suspect gaunt behind population increasingly violent behavior"
552,3462,3462,1268663,93,446696129,9780446696130,2000,"The Rescue","The Rescue",eng,4.1,142092,148370,"author breathtaking bestseller outlander dragonfly amber extraordinary saga passionate encounter happened long ago whatever measurement claire randall took two decade traveled back time arm gallant scot named jamie fraser returned century bear child believing dead tragic battle culloden yet memory never lessened hold body still cry claire discovers jamie survived torn returning staying daughter era claire must choose destiny time space come full circle must find courage face passion pain awaiting deadly intrigue raging divided scotland daring voyage dark unknown reunite forever doom timeless love"
554,10987,10987,1131570,105,385335997,9780385336000,1993,Voyager,"Voyager (Outlander, #3)",eng,4.38,157395,184208,"shocking thing girl nearly normal seemed mother let one date life twenty year enigmatic personality embalmed memory boy worshipped recall shared adolescence brassiere draped crucifix belonging promiscuous lux sister breathtaking appearance night dance sultry sleepy street across watched family disintegrate fragile life disappear"
555,117251,117251,112914,3,393315053,9780393315060,1996,NULL,"Hamlet: Screenplay, Introduction And Film Diary",eng,4.12,156869,156873,"sookie stackhouse cocktail waitress bon temp louisiana close friend everyone appreciates sookie gift read mind exactly every man idea date bait unless undead vampire like tough read kind guy sookie looking maybe come across naked vampire drive got clue sookie eric look scary sexy dead ever amnesia sweet vulnerable need sookie help whoever took memory want life"
557,10956,10956,812415,102,747560595,9780747560590,1993,"The Virgin Suicides","The Virgin Suicides",eng,3.83,159249,179190,"madame bovary debut novel french writer gustave flaubert published character life beyond mean order escape banality emptiness provincial life novel first serialized la revue de paris october december public prosecutor attacked novel obscenity resulting trial january made story notorious flaubert acquittal february madame bovary became bestseller april published two volume seminal work literary realism novel considered flaubert masterpiece one influential literary work history"
558,140077,140077,1808005,88,441012183,9780441012180,2004,"Dead to the World","Dead to the World (Sookie Stackhouse, #4)",eng,4.13,199572,210205,"librarian note alternate cover edition isbn click beloved story published fifty year introduces reader milo adventure land beyond milo everything bore tollbooth mysteriously appears room drive got nothing better side thing seem different milo visit island conclusion get jumping learns time ticking watchdog named tock even embarks quest rescue rhyme reason somewhere along way milo realizes something astonishing life far dull fact exciting beyond wildest dream"
559,32261,32261,3331021,918,141439599,9780141439590,1891,"Tess of the d'Urbervilles: A Pure Woman Faithfully Presented","Tess of the D'Urbervilles",eng,3.77,171599,190665,"new york time bestselling author brandon sanderson way king book one stormlight archive begin incredible new saga epic world stone storm uncanny tempest incredible power sweep across rocky terrain frequently shaped ecology civilization alike animal hide shell tree pull branch grass retracts soilless ground city built topography offer century since fall ten consecrated order known knight radiant shardblades shardplate remain mystical sword suit armor transform ordinary men warrior men trade kingdom shardblades war fought war rage ruined landscape called shattered plain kaladin traded medical apprenticeship spear protect little brother reduced slavery war make sense ten army fight separately single foe struggle save men fathom leader consider dalinar kholin command one army like brother late king fascinated ancient text called way king troubled vision ancient time knight radiant begun doubt ocean untried young woman named shallan seek train eminent scholar notorious heretic dalinar niece jasnah though genuinely love learning shallan motif le pure plan daring theft research jasnah hint secret knight radiant true cause result ten year planning writing way king opening movement stormlight archive bold masterpiece ancient oath life return men shard knight radiant must stand"
560,2175,2175,2766347,1682,192840398,9780192840390,1856,"Madame Bovary","Madame Bovary",eng,3.64,158877,186553,"thing cocktail waitress sookie vampire boyfriend bill seem going excellently apart small matter undead leaf town long bill sinister bos eric idea find whisking jackson mississippi mingle club dead finally catch errant vampire big trouble caught act serious betrayal raise serious doubt whether save start sharpening stake"
561,378,378,1782584,82,394820371,9780394820380,1961,"The Phantom Tollbooth","The Phantom Tollbooth",eng,4.22,178432,185392,"ambitious new york city teenager craig gilner determined succeed life mean getting right high school get right job craig ace way manhattan executive high school pressure becomes unbearable stop eating sleeping one night nearly kill suicidal episode get checked mental hospital new neighbor include transsexual sex addict girl scarred face scissors president armelio craig finally able confront source vizzini spent time psychiatric hospital created remarkably moving tale sometimes unexpected road happiness"
562,7235533,7235533,8134945,48,765326353,9780765326360,2010,"The Way of Kings","The Way of Kings (The Stormlight Archive, #1)",eng,4.64,144822,164477,"description contains spoiler previous book series impossible accomplished lord man claimed god incarnate brutally ruled world thousand vanquished kelsier hero masterminded triumph dead awesome task building new world left young protégé vin former street urchin powerful mistborn land idealistic young nobleman kelsier protégé slayer lord ruler venerated budding new religion distinction make intensely uncomfortable even worrying mist begun behaving strangely since lord ruler died seem harbor strange vaporous entity haunt assassin may keep vin mistborn skill sharp least problem luthadel largest city former empire run vin member kelsier crew lead revolution must learn whole new set practical political skill help certainly wo get easier three army one composed ferocious giant vying conquer city sign lord ruler hidden cache atium rarest powerful allomantic siege luthadel tightens ancient legend seems offer glimmer hope even really exists one know find well ascension manner power bestows"
563,140082,140082,602144,90,1841493015,9781841493020,2003,"Club Dead","Club Dead (Sookie Stackhouse, #3)",eng,4.03,181323,197558,"move losing person loved build life worth living louisa clark longer ordinary girl living ordinary life transformative six month spent traynor struggling without extraordinary accident force lou return home family help feel right back started body heals lou know need back life end church basement member moving support group share insight laughter frustration terrible cooky also lead strong capable sam paramedic whose business life death one man might able understand figure past appears hijack plan propelling different future lou clark life traynor mean learning fall love risk brings jojo moyes give u two family real whose joy sorrow touch deeply change surprise await"
564,248704,248704,240980,32,078685197X,9780786851970,2006,"It's Kind of a Funny Story","It's Kind of a Funny Story",eng,4.14,161001,165713,"victorian language flower used convey romantic expression honeysuckle devotion aster patience red rose love victoria jones useful communicating mistrust solitude childhood spent system unable get close anybody connection world flower meaning eighteen emancipated system nowhere go victoria realizes gift helping others flower chooses unexpected encounter mysterious stranger questioning missing life forced confront painful secret past must decide whether worth risking everything second chance happiness look special feature inside join circle author chat"
565,68429,68429,2120474,60,765316889,9780765316880,2007,NULL,"The Well of Ascension (Mistborn, #2)",eng,4.35,150736,171402,"masterpiece modern comic storytelling brings vivid life dark world even darker man together inker klaus janson colorist lynn varley frank miller completely reinvents legend batman saga gotham city gone rot ten year dark knight retirement crime run rampant street man batman still tortured memory parent murder civil society crumbles around bruce wayne vigilante side finally break free shackle dark knight return blaze fury taking whole new generation criminal matching level violence soon joined generation girl named carrie kelley prof invaluable batman robin deal threat posed deadliest enemy year incarceration made perfect psychopath important anyone survive coming fallout undeclared war clash world greatest superheroes fifteen year debut batman dark knight return remains undisputed classic one influential story ever told comic batman dark knight return"
566,25041504,25041504,44693518,94,NULL,NULL,2015,"After You","After You (Me Before You, #2)",eng,3.7,99342,175532,"six unforgettable kid family home running life max ride best friend ability fly beginning amazing power know come hunting different human meant save mankind destroy"
567,10032672,10032672,14928278,90,034552554X,9780345525540,2011,"The Language of Flowers","The Language of Flowers",eng,4.07,140076,159668,"know top five memorable rob keep list fact laura even though become latest ex got life back see want want like listen whatever music like look girl list generally behaves laura never mattered rob find ca move stuck really deep groove called laura soon rob asking big question love life choose share people"
568,59960,59960,1104159,71,156389341X,9781563893410,1986,"Batman: The Dark Knight Returns","Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",eng,4.25,135979,144349,"julie barenson young husband left two unexpected gift died great dane puppy named singer promise would always watching four year passed still living small town swansboro north carolina julie emotionally ready make commitment someone richard franklin handsome sophisticated engineer treat like queen mike harris nice guy husband best friend choosing one bring happiness year instead julie soon fighting life nightmare spawned chilling deception jealousy poisonous become murderous desire"
569,13152,13152,1829521,96,446617792,9780446617800,2005,"The Angel Experiment","The Angel Experiment (Maximum Ride, #1)",eng,4.08,172302,183035,"oryx crake unforgettable love story compelling vision future snowman known jimmy mankind overwhelmed plague struggling survive world may last human mourning loss best friend crake beautiful elusive oryx loved search answer snowman embarks help child lush wilderness recently great city powerful corporation took mankind uncontrolled genetic engineering ride margaret atwood project u near future familiar beyond imagining"
570,285092,285092,2961887,136,1573225517,9781573225520,1995,"High Fidelity","High Fidelity",eng,3.94,134849,150929,"upon time martian venusians met fell love happy relationship together respected accepted difference came earth amnesia set forgot different year successful counseling couple individual men mar woman venus helped million couple transform relationship viewed modern classic phenomenal book helped men woman realize different really communicate need way conflict arise intimacy given every chance grow"
571,15925,15925,810630,88,446696110,9780446696110,2003,"The Guardian","The Guardian",eng,4.14,136427,142884,"deliciously funny delectably shocking banquet tale life culinary trade chef anthony bourdain laying drug sex haute york chef tony bourdain give away secret trade wickedly funny inspiring kitchen confidential reveals bourdain call year sex drug bad behavior haute cuisine"
572,46756,46756,3143431,109,385721676,9780385721680,2003,"Oryx and Crake","Oryx and Crake (MaddAddam, #1)",eng,4,151500,167177,"arizona desert man wanders daze speaking word make sense within hour dead body swiftly cremated known associate halfway around world archaeologist make shocking discovery medieval site suddenly swept headquarters secretive multinational corporation developed astounding technology group get chance study past enter history opened present dead awakened living men woman soon find fighting survival six hundred year ago"
573,1274,1274,55001,202,60574216,9780060574220,1998,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships","Men Are from Mars, Women Are from Venus",eng,3.52,113915,129520,"candide story gentle man though pummeled slapped every direction fate cling desperately belief life best possible world surface witty bantering tale classic actually savage satiric thrust philosophical optimism proclaims disaster human suffering part benevolent cosmic plan fast funny often outrageous french philosopher immortal narrative take candide around world discover contrary teaching distinguished tutor pangloss always best alive wit brilliance graceful storytelling candide become voltaire celebrated work"
574,33313,33313,4219,78,60899220,9780060899230,2000,"Kitchen Confidential: Adventures in the Culinary Underbelly","Kitchen Confidential: Adventures in the Culinary Underbelly",eng,4,134177,145933,"doomed blessed eternal life drinking magic spring tuck family wanders trying live inconspicuously comfortably winnie foster stumble secret tuck take home explain living forever one age le blessing might seem complication arise winnie followed stranger want market spring water fortune"
575,7669,7669,1525987,124,99244721,9780099244720,1999,Timeline,Timeline,eng,3.83,148563,158413,"mother tell simple story child started read younger brother sister also want follow baby bird quest asks everyone everything meet mother theodor geisel responded article life magazine lamented use boring reading primer school using pseudonym seuss seuss geisel middle name two hundred word geisel created replacement dull primer cat hat instant success book prompted geisel wife found beginner book geisel wrote many popular book series including hop pop fox sock green egg ham favorite title series go dog go mother eastman fly went mike mcclintock put zoo robert lopshire affordable hardcover book combine large print easy vocabulary large bright illustration story kid want read grade grade"
576,19380,19380,2833018,1039,486266893,9780486266890,1759,Candide,Candide,eng,3.76,151471,171617,"book solidly good rarely read spine sturdy page intact cover clean mark anywhere"
577,84981,84981,1955922,127,374480095,9780374480100,1975,"Tuck Everlasting","Tuck Everlasting",eng,3.85,174280,184056,"prepare see new york series like never seen new cover art second book new york usa bestselling lunar chronicle series marissa meyer cyborg heroine team two new character scarlet wolf defend earth wicked space queen interesting mash fairy tale science fiction cross cinderella terminator star war weekly lunar chronicle prince charming among cyborg wall street journal lunar chroniclescinder back trying break though commonwealth wanted fugitive second installment marissa around world scarlet benoit grandmother missing turn many thing scarlet know grandmother grave danger lived whole life scarlet encounter wolf street fighter may information grandmother whereabouts loath trust stranger inexplicably drawn scarlet wolf unravel one mystery encounter another meet cinder must stay one step ahead vicious lunar queen adventure continues fresh fairytale retelling combine element cinderella little red riding hood"
579,197084,197084,1837885,44,1713221,9780001713220,1960,"Are You My Mother?","Are You My Mother?",eng,4.16,174204,177809,"nora grey ca remember past five month life initial shock waking cemetery told missing week one knowing tried get life back track go school hang best friend vee dodge mom creepy new voice back head idea almost reach touch vision angel wing unearthly creature nothing life unshakable feeling part nora cross path sexy stranger feel mesmerizing connection seems hold answer heart every minute spends grows intense realizes could falling love"
580,222078,222078,215065,102,071483355X,9780714833550,1950,"The Story of Art","The Story of Art",eng,3.83,164708,166453,"thrilling original novel adult young man practicing magic real coldwater brilliant miserable senior high school still secretly preoccupied series fantasy novel read child set magical land called fillory imagine surprise find unexpectedly admitted secret exclusive college magic upstate new york receives thorough rigorous education craft modern sorcery also discovers thing people learn college friendship love sex booze boredom something missing though magic bring quentin happiness adventure dreamed would graduation friend make stunning discovery fillory real land quentin fantasy turn much darker dangerous could imagined childhood dream becomes nightmare shocking truth heart psychologically piercing magnificently absorbing magician boldly move uncharted literary territory imagining magic practiced real people capricious desire volatile emotion lev grossman creates utterly original world good evil black white love sex simple innocent power come terrible price"
581,13206760,13206760,18390691,64,312642962,9780312642970,2013,Scarlet,"Scarlet (The Lunar Chronicles, #2)",eng,4.3,193766,213010,"light yagami ace student great prospect bored mind change find death note notebook dropped rogue shinigami death god human whose name written notebook dy light vowed use power death note rid world evil criminal begin dropping dead authority send legendary detective l track killer l hot heel light lose sight noble goal life boredomlight test boundary death note power l police begin close luckily light father head japanese national police agency leaf vital information case lying around house access father file light keep one step ahead authority strange man following light guard enemy whose name know"
582,69571,69571,3366043,185,751532711,9780751532720,1997,"Rich Dad , Poor Dad","Rich Dad, Poor Dad",eng,3.95,153764,173904,"debut gothic novel mysterious vision dark family secret diary thrust gemma classmate back horror followed india age suicide mother gemma doyle shipped life know india spence proper boarding school england lonely prone vision future uncomfortable habit coming true gemma reception chilly one make thing worse followed mysterious young indian man man sent watch destiny entanglement spence powerful foray spiritual"
583,10637766,10637766,14158688,65,1442426640,9781442426640,2011,"Silence ","Silence (Hush, Hush, #3)",eng,4.16,190722,197338,"yellowing photograph hand young man also named jonathan safran foer set find woman may may saved grandfather nazi accompanied old man haunted memory war amorous dog named sammy davis junior junior unforgettable alex young ukrainian translator speaks sublimely butchered english jonathan led quixotic journey devastated landscape unexpected past"
584,6101718,6101718,6278977,67,670020559,9780670020550,2009,"The Magicians","The Magicians (The Magicians #1)",eng,3.47,147908,165609,"killer face identity name world wanted forget jason bournereenter shadowy world jason bourne expert assassin still plagued splintered nightmare former life time stake higher ever someone else taken bourne ruthless killer must stopped world pay devastating price succeed real jason bourne must maneuver dangerous labyrinth international exotic world filled cia plot turncoat agent hoping find truth behind haunted memory answer fragmented past time two one must die"
585,13615,13615,1782155,44,1421501686,9781421501680,2004,"デスノート #1 (Desu Nōto) Taikutsu (退屈)","Death Note, Vol. 1: Boredom (Death Note, #1)",eng,4.42,139501,141095,"new york time usa today bestsellerrescued love easy watched never knew thanks chance encounter became savior attraction undeniable yet past worked hard overcome future put much faith threatened tear together could fight pain guilt face truth find unexpected power groundbreaking novel new adult genre easy face one girl struggle regain trust lost find inner strength fight back attacker accept peace find arm secretive boy"
586,3682,3682,2113193,65,689875347,9780689875340,2003,"A Great and Terrible Beauty","A Great and Terrible Beauty (Gemma Doyle, #1)",eng,3.79,173613,182107,"david copperfield story young man adventure journey unhappy impoverished childhood discovery vocation successful novelist among gloriously vivid cast character encounter tyrannical stepfather mr murdstone brilliant ultimately unworthy james steerforth formidable aunt betsey trotwood eternally humble yet treacherous uriah heep frivolous enchanting dora spenlow magnificently impecunious wilkins micawber one literature great comic creation david copperfield novel described child dickens drew revealingly experience create one exuberant enduringly popular work filled tragedy comedy equal measure edition us text first volume publication includes updated suggestion reading original illustration revised chronology expanded note new introduction jeremy tambling discus novel autobiographical element central theme memory identity"
587,256566,256566,886727,107,60529709,9780060529700,2002,"Everything Is Illuminated","Everything Is Illuminated",eng,3.9,131492,144312,"bestselling author sherman alexie tell story junior budding cartoonist growing spokane indian reservation determined take future hand junior leaf troubled school rez attend farm town high school indian school funny beautifully written absolutely true diary indian based author experience coupled poignant drawing ellen forney reflect character art chronicle contemporary adolescence one native american boy attempt break away life destined foreward markus zusak interview sherman alexie ellen forney"
588,15769,15769,2508588,101,752863886,9780752863890,1986,"The Bourne Supremacy","The Bourne Supremacy (Jason Bourne, #2)",eng,4.09,142168,145806,"first complete annotated english translation mikhail bulgakov comic audacious revision story faust pontius pilate master margarita recognized one essential classic modern russian literature novel vision soviet life ferociously accurate could published author lifetime appeared censored edition truth enduring language become part common russian hot spring devil arrives moscow accompanied retinue includes beautiful naked witch immense talking black cat fondness chess vodka visitor quickly wreak havoc city refuse believe either god satan also bring peace two unhappy muscovite one master writer pilloried daring write novel christ pontius pilate margarita love master deeply willing literally go hell ensues novel inexhaustible energy humor philosophical depth work whose nuance emerge first time diana burgin katherine tiernan splendid english version"
589,16056408,16056408,19113823,53,425266745,9780425266750,2012,Easy,"Easy (Contours of the Heart, #1)",eng,4.11,133937,189861,"ged greatest sorcerer earthsea called sparrowhawk reckless youth hungry power knowledge sparrowhawk tampered secret loosed terrible shadow upon world tale testing mastered mighty word power tamed ancient dragon crossed death threshold restore balance"
590,58696,58696,4711940,1240,140439447,9780140439440,1849,"David Copperfield","David Copperfield",eng,3.96,150512,164400,"summer opal father preacher move naomi florida opal go come dog big ugly suffering dog sterling sense humor dog dub preacher tell opal ten thing absent mother one year opal alive better making friend anyone opal ever known together meet local librarian miss franny block fought bear copy war peace meet gloria dump nearly blind see heart otis set animal pet shop loose hour lull spends sweet summer collecting story new friend thinking mother perhaps grown opal learns let go little sneak like sudden summer dicamillo beloved debut novel available paperback digest dicamillo first published novel like immediately proved new york time bestseller newbery honor winner inspiration popular film especially cherished classic touch heart reader age available paperback digest format certain bring tale magic even wider circle fan"
591,693208,693208,829330,67,316013684,9780316013680,2007,"The Absolutely True Diary of a Part-Time Indian","The Absolutely True Diary of a Part-Time Indian",eng,4.11,160607,171492,"american classic great bestseller thirty year separate peace timeless description adolescence period entire country losing innocence second world boy boarding school new england early year world war ii separate peace harrowing luminous parable dark side adolescence gene lonely introverted intellectual phineas handsome taunting daredevil athlete happens two friend one summer like war banishes innocence boy bestseller thirty year separate peace john knowles crowning achievement undisputed american classic"
592,117833,117833,876183,586,679760806,9780679760800,1967,"Мастер и Маргарита","The Master and Margarita",eng,4.32,131389,156780,"inthe rainmaker john grisham tell story young man barely law school find taking one powerful corrupt ruthless company america exposing complex insurance scam final semester law school rudy baylor required provide free legal advice group senior citizen meet first client dot buddy black son donny ray dying leukemia insurance company flatly refused pay medical treatment rudy first skeptical soon realizes black really shockingly mistreated huge company may stumbled upon one largest insurance fraud anyone ever seen one lucrative important case history civil litigation problem rudy flat broke job even passed bar go one best defense attorney powerful industry america"
593,13642,13642,113603,157,553383043,9780553383040,1968,"A Wizard of Earthsea","A Wizard of Earthsea (Earthsea Cycle, #1)",eng,3.99,155042,167058,"quixote become entranced reading chivalric romance determines become company faithful squire sancho panza exploit blossom sort wonderful way quixote fancy often lead tilt windmill imagining acquires cunning certain sagacity sane madman wise fool roam world together together haunted reader imagination nearly four hundred experimental form literary playfulness quixote generally recognized first modern novel book enormously influential host writer fielding sterne flaubert dickens melville faulkner reread year people read bible"
594,357664,357664,25169,77,763616052,9780763616050,2000,"Because of Winn-Dixie","Because of Winn-Dixie",eng,4,154476,159075,"alternate cover isbn royal bastard cast world magical link animal solace fitz adopted royal household must give old way learn new life weaponry scribing courtly manner kill man secretly meanwhile raider ravage coast leaving people forged soulless fitz grows towards manhood face first terrifying mission task pose much risk target fitz threat may also key future illustration john howe"
595,5148,5148,39755,82,743253973,9780743253970,1959,"A Separate Peace","A Separate Peace",eng,3.56,155901,162403,"alternate edition isbn annihilation hand warlike vogons curious time cosmically displaced arthur dent curious comrade arm hurtle space powered pure improbability desperately search place eat among arthur motley shipmate ford prefect friend contributor hitch hiker guide galaxy zaphod beeblebrox galaxy tricia mcmilan fellow earth refuge gone native name trillian marvin suffers nothing one"
596,5349,5349,3154548,117,385339607,9780385339600,1995,"The Rainmaker","The Rainmaker",eng,3.91,137412,142791,"hell like luce apart fallen angel boyfriend daniel took eternity find one another told must go away long enough hunt want kill luce daniel hide luce shoreline school rocky california coast unusually gifted student nephilim offspring fallen angel shoreline luce learns shadow use window previous life yet luce learns suspect daniel told everything hiding dangerous daniel version past actually true luce really meant someone else"
597,3836,3836,121842,1887,142437239,9780142437230,1605,"Don Quijote de La Mancha","Don Quixote",eng,3.85,134931,159253,"dear said old mr rabbit one morning may go field lane go mcgregor garden follow story naughty peter rabbit gate mcgregor garden find kind trouble peter rabbit get tricky situation beatrix potter story one mischievous ultimately endearing little creature tell u accompanied beautiful illustration timeless verse transcended generation tale peter rabbit first published still today one beatrix potter popular tale first illustrious series world beatrix potter story endured retelling retelling bedtime world beatrix potter loved countryside spent much childhood drawing studying animal tale peter rabbit first published first book later went publish twenty tale collection rating preschool lexile measure"
598,45107,77197,171715,108,6480098,9780006480100,1995,"Assassin's Apprentice","Assassin's Apprentice (Farseer Trilogy, #1)",eng,4.14,132777,162482,"jill eustace must rescue prince evil owl wise giant like snack human prince put evil spell adventure jill escape bully school strange door wall unlocked lead open moor aslan task child narnia need danger untold cavern deep dark pursue quest brings face face evil witch must defeated prince rillian saved"
599,8695,8695,1877624,162,345418921,9780345418920,1980,"The Restaurant at the End of the Universe","The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng,4.22,153838,172365,"description contains spoiler previous book series hero age end final empire restore freedom vin killed lord ruler result lethal form ubiquitous back along increasingly heavy ashfalls ever powerful earthquake humanity appears escaped death climax well ascension becoming mistborn emperor elend venture hope find clue left behind lord ruler allow save world vin consumed guilt tricked releasing mystic force known ruin well ruin want end world near omniscience ability warp reality make stopping seem impossible vin ca even discus elend lest ruin learn plan"
600,7740152,7740152,7380161,82,385739141,9780385739150,2010,Torment,"Torment (Fallen, #2)",eng,3.89,174393,181384,"session psychiatrist never seen susanna kaysen put taxi sent mclean hospital spent next two year ward teenage girl psychiatric hospital renowned famous clientele sylvia plath robert lowell james taylor ray charles progressive method treating could afford sanctuary kaysen memoir encompasses horror perception providing vivid portrait fellow patient keeper brilliant evocation parallel universe set within kaleidoscopically shifting landscape late sixty girl interrupted unflinching documnet give lasting specific dimension definition sane insane mental illness recovery"
601,19321,19321,644171,1,723247706,9780723247710,1901,"The Tale of Peter Rabbit","The Tale of Peter Rabbit",eng,4.17,162373,165470,"chelsea handler need get thing chest appeal higher power vodka would found boyfriend affair peekapoo pretend honeymooning father order upgrade first class welcome chelsea world place absurdity reign supreme quick wit best line hilarious deliciously skewed collection chelsea mine past story family relationship career singular ridiculous whether convincing class tapped play goldie hawn daughter sequel private benjamin deciding egalitarian dating redhead looking foulmouthed little person look like smaller chelsea knack getting outrageous situation vodka chelsea showcase candor irresistible turn phrase made one freshest voice comedy today"
602,65641,65641,1419727,257,64405044,9780064405040,1953,"The Silver Chair","The Silver Chair (Chronicles of Narnia, #4)",eng,3.95,170453,185348,"story people follow heart make rule people get special pleasure something well even people know living meet eye right jonathan flying higher faster ever livingston seagull ordinary bird belief every gull right fly reach ultimate freedom challenge discovery finding greatest reward teaching younger gull joy flight power dream special anniversary release spiritual classic"
603,2767793,2767793,2793516,63,765316897,9780765316900,2008,"The Hero of Ages","The Hero of Ages (Mistborn, #3)",eng,4.46,143622,161085,"dazzling conclusion acclaimed mortal instrument series clary friend fight greatest evil ever faced clary morgenstern move systematically turning shadowhunter shadowhunter bearing infernal cup transforms shadowhunters creature nightmare tearing apart family lover rank endarkened army embattled shadowhunters withdraw idris even famed demon tower alicante keep sebastian bay nephilim trapped idris guard world demon one greatest betrayal nephilim ever known revealed clary jace isabelle simon alec must flee even journey take deep demon realm shadowhunter set foot human ever returned love sacrificed life lost terrible battle fate word thrilling final installment classic urban fantasy series mortal instrument"
604,68783,68783,926090,49,679746048,9780679746040,1993,"Girl, Interrupted","Girl, Interrupted",eng,3.9,145161,151176,"extraordinarily different story robert munsch gentle affirmation love parent feel young woman hold newborn son look lovingly softly sings love forever like always long living baby begin story touched heart million worldwide since publication love forever sold million copy paperback regular hardcover edition well hundred thousand translated copy around world sheila soft colorful pastel perfectly complement sentiment read repeatedly year"
606,71728,71728,1743336,278,743278909,9780743278900,1970,"Jonathan Livingston Seagull","Jonathan Livingston Seagull",eng,3.8,133728,150767,"reader laura hillenbrand seabiscuit unbroken dramatic story american rowing team stunned world hitler berlin james brown robust book tell story university washington crew epic quest olympic gold medal team transformed sport grabbed attention million american son logger shipyard worker farmer boy defeated elite rival first eastern british university finally german crew rowing adolf hitler olympic game berlin emotional heart story lie one rower joe rantz teenager without family prospect row glory regain shattered find place call home crew assembled enigmatic coach mentored visionary eccentric british boat builder trust make victorious team remind country done everyone quite literally pull perfect melding commitment determination boy diary journal photo memory shared dream boy boat irresistible story beating odds finding hope desperate improbable intimate story nine boy american west depth great depression showed world true grit really meant appeal reader erik larson timothy egan james bradley david halberstam amateur"
607,8755785,8755785,13629068,7,1481426303,9781481426300,2014,"City of Heavenly Fire","City of Heavenly Fire (The Mortal Instruments, #6)",eng,4.48,177796,203325,"silmarillion account elder day first age tolkien world ancient drama character lord ring look back whose event elrond galadriel took part tale silmarillion set age morgoth first dark lord dwelt high elf made war upon recovery silmarils jewel containing pure light valinor"
608,310259,310259,277308,54,920668372,9780920668380,1986,"Love You Forever","Love You Forever",eng,4.34,159703,162007,"pursuing quest dark tower world nightmarishly distorted mirror image roland last gunslinger encounter three mysterious doorway beach one enters life different person living contemporary new york link force defiant young eddie dean beautiful brilliant brave odetta holmes savage struggle underworld evil otherworldly stephen king masterfully interwoven dark evocative fantasy icy realism"
