book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,description
5942,13586743,13586743,19174091,28,525952365,9780525952370,2009,"One Last Thing Before I Go","One Last Thing Before I Go",NULL,3.75,13763,15950,"would like free limitation soar beyond boundary day discover inner peace serenity untethered soul offer simple yet profound answer first exploration inner space devoted life inward journey book transform relationship world around discover put end habitual thought emotion limit consciousness tapping tradition meditation mindfulness author spiritual teacher michael singer show development consciousness enable u dwell present moment let go painful thought memory keep u achieving happiness institute noetic science ion untethered soul begin walking relationship thought emotion helping uncover source fluctuation inner energy delf free habitual thought emotion energy pattern limit consciousness finally perfect clarity book open door life lived freedom innermost"
5943,6609549,6609549,6803515,10,1423116186,9781423116190,2009,"By The Time You Read This, I'll Be Dead","By the Time You Read This, I'll Be Dead",NULL,3.89,18722,19562,"december jamaican general election two day bob marley play smile jamaica concert gunman stormed house machine gun blazing attack nearly killed reggae superstar wife manager injured several others marley would go perform free concert december left country next day return two spanning decade continent peopled wide range journalist drug dealer even brief history seven killing fictional exploration dangerous unstable time bloody aftermath street slum kingston crack war new york radically altered jamaica brilliantly inventive stunningly ambitious novel revealing modern epic secure marlon james place among great literary talent generation"
5945,21340,21340,22531,41,739317148,9780739317140,2005,"Dean Koontz's Frankenstein: City of Night ","City of Night (Dean Koontz's Frankenstein, #2)",NULL,3.97,15838,18580,"librarian note alternate cover isbn found resplendence william conqueror london court lovely saxon captive lady nicholaa forced choose husband assembled norman noble chose royce baron warrior whose fierce demeanor could conceal chivalrous tender heart resourceful rebellious utterly naive nicholaa vowed bend royce despite whirlwind feeling aroused ferocious battle seasoned passion royce surprised depth emotion whenever caressed charming climate utmost treachery saxon still intrigued norman invader royce nicholaa revelled precious new love fervent bond soon disrupted call blood kin country"
5947,6820,6820,1439,41,812966929,9780812966920,2001,number9dream,number9dream,NULL,3.92,13726,16451,"grand dynamic drive accumulation distribution capital question evolution inequality concentration wealth prospect economic growth lie heart political economy satisfactory answer hard find lack adequate data clear guiding theory capital century thomas piketty analyzes unique collection data twenty country ranging far back eighteenth century uncover key economic social pattern finding transform debate set agenda next generation thought wealth show modern economic growth diffusion knowledge allowed u avoid inequality apocalyptic scale predicted karl marx modified deep structure capital inequality much thought optimistic decade following world war ii main driver tendency return capital exceed rate economic threatens generate extreme inequality stir discontent undermine democratic value economic trend act god political action curbed dangerous inequality past piketty say may"
6005,15447,15447,2553145,28,345418506,9780345418500,1979,"The Source of Magic (Xanth, #2)","The Source of Magic (Xanth, #2)",NULL,3.86,19149,20720,"happens hunter becomes hunted gregg family hunting plain fun girl life next door plain horrible try polite try talk greggs laugh one day greggs go far little girl turn magic finger angry little girl magic finger take really control turned greggs bird know greggs living nest beginning"
6007,40470,40470,3049974,53,679747192,9780679747190,1996,"Cities of the Plain ","Cities of the Plain (The Border Trilogy, #3)",NULL,4.07,14638,15701,"ember walsh always quiet one enjoying book glass wine noise crowd club best friend asks come meet boy like ember world turned upside appears like mythical avenging angel inked gorgeous completely league one look ember longer want quiet want montgomery buried damaged past woman fighting one day meet angel suddenly want want determined overcome demon dark secret link past bring closer tear apart"
6010,953260,953260,2907344,31,786854448,9780786854450,2004,"The Kingdom Keepers","Disney after Dark (Kingdom Keepers, #1)",NULL,3.91,18193,20906,"jo bessie fanny move country find enchanted wood right doorstep magic faraway tree live magical character soon become new friend silky fairy saucepan man together visit strange land roundabout land land ice snow toyland land take want atop tree exciting adventure narrow escape"
6013,77735,77735,1755248,31,671721720,9780671721720,1993,"The Honor of the Queen","The Honor of the Queen (Honor Harrington, #2)",NULL,4.21,17274,20256,"field forest western new york state late several dozen idealist set live land founding becomes famous commune centered ground decaying mansion called arcadia house arcadia follows lyrical rollicking tragic exquisite utopian dream hopeful start heyday story told point view bit fascinating character first child born arcadia"
6014,805023,805023,2702382,46,671729462,9780671729460,1982,"My Sweet Audrina","My Sweet Audrina (Audrina, #1)",NULL,3.92,18549,19602,"touch feel book enhance toddler sensory world textured material material attached durable page toddler asked feel material look provided mirror"
6019,1617875,1617875,701268,39,385341326,9780385341320,2006,"My Best Friend's Girl","My Best Friend's Girl",NULL,4.02,14811,17072,"third installment significance series begin maggie caleb clutch new enemy virtuoso council deal consequence taking life watson council attempting take maggie away keep precious visionary safe must deal marla well determined undermine control use caleb maggie rare gift us wish destroy entirely maggie father bish threatened council forbids presense human peter family fight stand beside every step way save maggie father keep caleb maggie together corrupted council set keeping apart stop marla whatever sleeve maggie shock life discovers something real father may change everything everyone stay tuned story continues"
6032,1963638,1963638,1966734,40,1572245379,9781572245370,2007,"The Untethered Soul","The Untethered Soul: The Journey Beyond Yourself",NULL,4.27,14688,17543,"incomparable alice munro bestselling rapturously acclaimed runaway book extraordinary story love infinite betrayal surprise title story young woman though think want incapable leaving husband three story woman named juliet emotion complicate luster intimate relationship munro hand people writes age circumstance friend lover parent vivid neighbor miraculous gift make story real unforgettable back cover runawaychancesoonsilencepassiontrespassestrickspowers"
6038,202146,202146,22829,42,316159433,9780316159430,2003,"Flyboys: A True Story of Courage","Flyboys: A True Story of Courage",NULL,4.15,14011,14908,"unparalleled work history recreates battle changed world war ii new edition anniversary print first time year classic story invasion normandy book endures masterpiece living history compelling tale courage heroism glow tragedy longest day painstakingly recreates fateful hour preceded followed massive invasion normandy retell story epic battle would turn tide world fascism free europe grip nazi new edition longest day original photograph used first edition reassembled painstakingly reproduced text freshly reset book must follower history well anyone want better understand free nation prevailed time darkness enshrouded earth"
6047,4618728,4618728,4668682,15,312360401,9780312360400,2009,Honolulu,Honolulu,NULL,4.02,15663,17383,"narrowly surviving last operation gabriel allon wayward son israeli intelligence taken refuge behind wall vatican restoring one caravaggio greatest masterpiece early one morning summoned peter basilica monsignor luigi donati private secretary holiness pope paul vii body beautiful woman lie broken beneath michelangelo magnificent dome vatican police suspect suicide though gabriel belief otherwise seems donati monsignor fearful public inquiry might inflict another scandal church call upon gabriel quietly pursue one caveat rule number one vatican donati said ask many question gabriel learns dead woman uncovered dangerous secret threatens global criminal enterprise looting timeless treasure antiquity selling highest bidder network greed mysterious operative plotting act sabotage plunge world conflict apocalyptic proportion"
6049,107821,107821,6121267,29,375414959,9780375414950,2007,"Bridge of Sighs","Bridge of Sighs",NULL,3.79,17013,18274,"firefighter god know tough place knowing people love hardest thing imagine last thing jake bryan knew roar world trade center collapsing top fellow firefighter man hospital bed remembers nothing rushing teammate stairway south tower help trapped victim blasted building woman sitting bedside say wife jamie bryan anything help beloved husband regain memory storybook family life small daughter sierra mean helping jake rediscover one thing jamie never shared deep faith god jake fondest prayer wife impact beyond anything could possibly conceived one tuesday morning love story like none ever read tender poignant commemorating tragedy heroism september portraying power god faithfulness good man love"
6053,107664,107664,3327491,58,439680093,9780439680100,2005,"Raven's Gate","Raven's Gate (The Gatekeepers, #1)",NULL,3.9,18247,20257,"kerry mcgrath dedicated prosecutor devoted mother daughter face cut car accident kerry relieved plastic surgeon treat eminent charles smith kerry notice something bizarre two smith patient bear uncanny resemblance suzanne reardon young woman killed eleven year earlier would smith create murder victim chilling tale obsession america reigning queen suspense"
6065,4005310,4005310,4051626,34,670020532,9780670020540,2008,"Why Evolution Is True","Why Evolution Is True",NULL,4.15,14637,15439,"note book large print hard toughest case hit closest cross left hometown awful family tragedy better life nana mama washington dc looked cousin stefan accused horrible unthinkable murder cross drive south bree nana mama jannie ali starksville north carolina first time year back home discovers proud community luck local resident welcome open arm cross step family home horror childhood flood back learns really brings skill finding truth cousin case truth hard come town one feel safe ghost take cross way sugarcane field florida get pulled case local cop needing kind expertise string socialite murder ever grisly setting chasing many loose end brutal killer truth past justice cousin one answer might cross justice alex cross confronts deadliest personal case career propulsive thrill ride prof go home might kill"
6071,15843166,15843166,21585451,26,762447699,9780762447700,2013,NULL,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",NULL,4.04,28346,30862,"ching book change one effort human mind place within universe exerted living influence china year interest spread west set dawn history book oracle book change deepened meaning ethical value attached oracular pronouncement became book wisdom eventually one five classic confucianism provided common source confucianist taoist philosophy wilhelm rendering ching german published presented time form intelligible general reader wilhelm translated many ancient chinese work wrote several book chinese philosophy civilization long resided china close association cultural leader gave unique understanding text ching english translation every effort made preserve wilhelm pioneering insight spirit edition completely reset contains new forward hellmut wilhelm one eminent american scholar chinese culture discus father textual method summarizes recent study ching west china new edition contains minor textual correction bibliographical revision index"
6073,32429,32429,2771826,54,425208435,9780425208430,1993,"Dragon Tears","Dragon Tears",NULL,3.72,17573,18455,"one powerful writer work stunning frankness losing daughter richly textured bit childhood married life husband john gregory dunne daughter quintana roo book joan didion examines thought fear doubt regarding child illness growing old blue night open july didion think back quintana wedding new york seven year today would wedding anniversary fact trigger vivid snapshot quintana malibu brentwood school holmby hill reflecting daughter also role parent didion asks candid question parent might feel failed either cue taken perhaps displaced could missed clearly seen finally perhaps remain unknown seamlessly woven incident didion see underscoring age something find hard acknowledge much le accept blue long light evening hour signal summer solstice opposite dying brightness also warning year magical thinking iconic book incisive electric honesty haunting profoundly moving"
6079,77161,77161,1357544,78,1594480036,9781594480030,2003,"Grass for His Pillow ","Grass for His Pillow (Tales of the Otori, #2)",NULL,4.01,15140,18061,"second myron bolitar novel edgar harlan coben young woman tragic death spiral shattering drama menace secret rage suddenly myron playing dangerous game valerie simpson tennis career skyrocketed headline belong player wrong side track valerie shot dead cold blood dropped outside stadium open sport agent myron bolitar investigates killing uncovers connection two player murder exclusive mainline club myron drawn dirty senator jealous mother find caught killer truth"
6104,16204,16204,3274683,473,1592243002,9781592243010,1878,"Daisy Miller","Daisy Miller",NULL,3.36,17118,20939,"judd stevens psychoanalyst faced critical case life penetrate mind murderer find arrested murder murdered people close stevens already killed one patient responsible someone overwhelmed problem neurotic driven compulsion madman murderer strike judd must strip away mask innocence criminal wear uncover inner emotion fear desire expose naked face beneath could"
6106,57605,57605,56119,11,307444058,9780307444060,1940,"Pat the Bunny (Touch and Feel Book)","Pat the Bunny",NULL,4.06,19187,19870,"new york time author god great provocative entertaining guided tour atheist agnostic thought age piece salman rushdie ian mcewan ayaan hirsi ali christopher hitchens continues make case splendidly godless universe gathering influential voice past present shaped side current raging debate hitchens erudite witty guide led wealth philosophy literature scientific inquiry including generous portion word lucretius benedict de spinoza charles darwin karl marx mark twain george eliot bertrand russell emma goldman mencken albert einstein daniel dennett sam harris richard dawkins many others lesser known set context commented upon christopher hitchens political literary journalist extraordinaire los angeles time atheist believer uncertain matter portable atheist speak engage every step way"
6141,1317181,1317181,19079807,8,185549664X,9781855496640,2003,NULL,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",NULL,4.56,16249,16350,"one one child new york wealthiest taken hostage criminal crave money power want ask elite know price others pay luxurious lifestyle corrects ignorance killing detective michael bennett becomes clear murder linked must part greater public demonstration city thrown chaos forced team fbi agent emily parker two set capture killer begin public lesson yet deadly message entire city bestselling author brought alex cross novel come james patterson series yet suspense patterson delivers worst casel leave gasping breath shocking first page last exhilarating scene worst case thriller america storyteller"
6147,487445,487445,475721,31,385341598,9780385341590,1973,"The Onion Field","The Onion Field",NULL,4.13,15558,15999,"secret presidency revealed story one know hidden story love story since work national archive find story living beecher white young archivist spends day working important document government always keeper people story never part story clementine kaye beecher first childhood crush show national archive asking help tracking father beecher try impress showing secret vault president united state privately review classified document accidentally happen upon priceless dictionary belonged george underneath desk chair beecher clementine find suddenly entangled web deception conspiracy man dead beecher run race learn truth behind mysterious national treasure search lead discover coded ingenious puzzle conceals disturbing secret founding nation secret beecher soon discovers believe worth killing"
6157,23422,23422,812271,55,375725342,9780375725340,2002,"The Art of Travel","The Art of Travel",NULL,3.81,13100,14840,"quitting husband house moving back horrible family lady maccon becomes scandal london season third book nyt bestselling parasol protectorate victoria dismisses shadow council person explain anything lord akeldama unexpectedly leaf town top alexia attacked homicidal mechanical ladybug indicating ladybug fact london vampire much interested seeing alexia quite thoroughly lord maccon elect get progressively inebriated professor lyall desperately try hold woolsey werewolf pack together alexia flees england italy search mysterious templar know enough preternatural explain increasingly inconvenient condition may worse vampire armed third book parasol protectorate series comedy manner set victorian london full werewolf vampire dirigible parasol protectoratesoullesschangelessblamelessheartlesstimelessfor gail carriger check custard protocolprudenceimprudencecompetencereticencefinishing school ya etiquette espionagecurtsies conspiracieswaistcoats weaponrymanners mutiny"
6159,25066591,25066591,44146594,34,316407135,9780316407140,2015,"Cross Justice","Cross Justice (Alex Cross, #23)",NULL,4.22,8634,16401,"imajica epic beyond compare vast conception obsessively detailed execution apocalyptic resolution heart lie sensualist master art forger gentle whose life unravels encounter judith odell whose power influence destiny men vaster know pie pah alien assassin come hidden dimension one five great system called imajica world utterly unlike ruled peopled haunted specie whose life intricately connected gentle judith pie pah travel imajica uncover trail crime intimate betrayal leading revelation startling change reality forever"
6167,153492,153492,2422487,575,1419151126,9781419151120,1915,"The Thirty-Nine Steps","The 39 Steps (Richard Hannay, #1)",NULL,3.6,12704,21125,"james michener masterly chronicle south africa epic tale adventurer scoundrel minister best worst two continent carve empire vast wilderness van doorn family tree spring two great branch one nurture lush vineyard settle interior become first trekboers afrikaner nxumalos inhabitant peaceful village unchanged century unite warrior tribe powerful zulu nation wealthy saltwoods missionary settler join mass influence war politics ravage nation rivalry passion spill across land covenant story courage heroism love loyalty cruelty betrayal generation fight forge new world"
6175,8951,8951,3214277,49,316016659,9780316016650,2002,"The Lake of Souls (Cirque Du Freak, #10)","The Lake of Souls (Cirque Du Freak, #10)",NULL,4.19,16803,18281,"first published earning hemingway praise promising american writer contains several early hemingway classic including famous nick adam story volume introduces reader hallmark famous hemingway style lean tough prose enlivened ear colloquial eye realistic time provides key insight hemingway later work"
6180,30512,30512,2305040,61,2264022442,9782264022450,1993,"Paddy Clarke Ha Ha Ha","Paddy Clarke Ha Ha Ha",NULL,3.75,15044,16773,"coachman tried warn away ruined forbidding place rainswept cornish coast young mary yellan chose instead honor mother dying request join frightened aunt patience huge hulking uncle joss merlyn jamaica first glimpse raw november eve could sense inn dark power never mary dream would become hopelessly ensnared vile villainous scheme hatched within crumbling handsome mysterious stranger would incite passion tempting love man dare trust"
6183,47881,47881,847797,27,439545307,9780439545300,2006,"Charlie Bone and the Hidden King (The Children of the Red King, # 5)","Charlie Bone and the Hidden King (The Children of the Red King, #5)",NULL,3.98,18899,19344,"new york time bestselling author daniel silva delivers another stunning thriller latest tale high stake international intrigue featuring inimitable gabriel allon first english assassin english girl come english spy master novelist daniel silva thrilled reader seventeen thoughtful gripping spy novel featuring diverse cast compelling character ingenious plot taken around globe united state europe russia middle east brilliant hero gabriel restorer assassin joined pantheon great fictional secret agent including george smiley jack ryan jason bourne simon success smash hit heist daniel silva return another powerhouse novel showcase outstanding skill brilliant imagination sure must read multitude fan growing legion convert"
6196,831829,831829,280664,17,971977550,9780971977560,2001,"30 Days of Night","30 Days of Night, Vol. 1",NULL,3.81,15532,15895,"private world renowned investigation firm commissioned provide security olympic game london agent smartest fastest technologically advanced world transferred london protect competitor represent opening ceremony still hour away private investigator single father twin nigel steele called scene ruthless murder member game organizing committee mistress killed clear crime passion one precise calculation reporter karen pope receives letter person call cronus claiming responsibility murder also proclaims restore olympics ancient glory destroy corrupted game lie cheating greed karen immediately hire private examine letter nigel uncover criminal genius wo stop ended game good america storyteller forbes delivers exhilarating thriller brings splendor emotion olympics wildly powerful climax"
6201,93726,93726,1128931,79,60096152,9780060096150,2006,"Princess in Training","Princess in Training (The Princess Diaries, #6)",NULL,3.7,23199,25362,"new york time bestselling tracy chevalier paint distant age rich provocative palette character told variety shifting wife husband friend lover master servant gravedigger angel follows fortune two family emerging year twentieth century"
6232,8686068,8686068,13558363,64,312375069,9780312375060,2005,"容疑者Xの献身 [Yōgisha X no kenshin]","The Devotion of Suspect X",NULL,4.05,12336,16654,"marvel event decade avenger faced common foe becomes greatest threat wanda maximoff scarlet witch control fate entire world hand magneto help daughter use power benefit starring astonishing new avenger know sometimes hear phrase nothing ever well time believe buster nothing ever collect house"
6233,227778,227778,1149648,37,807218987,9780807218980,2003,"Charlie Bone and the Time Twister ","Charlie Bone and the Time Twister (The Children of the Red King, #2)",NULL,3.88,18374,19680,"another sucky year bathory high vladimir tod evil vampire ablo hunting ritual could steal vlad power best friend henry want drudge anymore enough getting harder vlad resist feeding people around month go word uncle otis ablo show demanding vlad father journal vlad realizes normal high school year least concern vlad need act fast even status pravus save time"
6234,23965,23965,1087464,58,8433972618,9788433972610,2005,Porno,Porno,NULL,3.78,13049,15315,"leon uris beloved irish classic available avon mass market acclaimed author enthralled world exodus battle cry qb vii topaz beloved classic fiction come sweeping powerful epic adventure capture terrible beauty ireland long bloody struggle freedom electrifying story idealistic young catholic rebel valiant beautiful protestant girl defied heritage join cause tale love danger triumph unthinkable magnificent portrait people divided class faith unforgettable saga fire devastated majestic land unquenchable flame burn human heart"
6247,13545345,13545345,17381882,51,085707685X,9780857076850,2012,"Tales From a Not-So-Graceful Ice Princess","Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)",NULL,4.38,13618,15518,"something terrifying happening world clan amid destruction forest cat disappearing including thunderclan beloved medicine cat apprentice leafpaw young cat set quest many moon ago returned chilling message clan must move new home risk easy convince cat leave even four clan agreed travel together danger waiting beyond border impossible predict importantly even questing cat idea supposed go need sign starclan need plan save missing warrior risk leaving behind forever"
6251,1897,1897,809841,31,385488181,9780385488180,1990,"Eiger Dreams: Ventures Among Men and Mountains","Eiger Dreams: Ventures Among Men and Mountains",NULL,3.97,14010,15074,"conclusion starcatchers trilogy peter molly find dangerous land rundoon ruled evil king zarboff take great delight watching pet snake kundalini consume anyone displeases start trouble facing hero find pitted evil shadow creature lord ombra struggle save molly father mention entire planet unthinkable end meanwhile back never land tribal war way peter fighting save world young mollusk princess choice join forced sinister pirate save island vicious secret rundoon wild desert adventure flying camel magic carpet evil shadow literally zoom toward unforgettable unimaginable climax dave barry ridley pearson teamed together pen story unrelenting action adventure enjoyed reader age"
6255,12499,12499,14795,18,738210072,9780738210070,2004,"Belly Laughs: The Naked Truth About Pregnancy and Childbirth","Belly Laughs: The Naked Truth About Pregnancy and Childbirth",NULL,3.72,12382,13804,"wall lead story collection introduces three political prisoner night prior execution gaze impartial doctor seemingly men solace mental descent charted exquisite often harrowing detail morning draw inexorably closer men cross psychological wall life death long first shot ring brilliant snapshot life anguish perfect introduction collection story neurosis modern world mirrored life people inhabit"
6262,1422926,1422926,1413359,14,307140210,9780307140210,1950,"Frosty the Snow Man","Frosty the Snow Man",NULL,4.25,16375,16497,"world calvin stuffed tiger hobbes share treasure found unlikely place outer region spaceman spiff travel rock one backyard latest cartoon collection talented pen bill watterson curious duo roams world ever search fortune misfortune experienced color black white cartoon throughout"
6273,4652,4652,8261,55,684822761,9780684822770,1925,"In Our Time","In Our Time",NULL,3.8,14912,16010,"bless father sin still shadow confessional madman tauntingly reveals plan murder going commit pulling father thomas madden twisted game disclosing next intended tom sister laurant frantic race protect tom call upon best friend elite fbi agent nick buchanan track predator closing laurant electrifying attraction grows laurant nick one false move cost everything matter"
6276,7201,7201,2630354,58,312997116,9780312997110,1990,"As The Crow Flies","As the Crow Flies",NULL,4.05,14415,16020,"bestselling author thorn bird come masterpiece historical fiction fascinating moving gloriously heroic reader swept whirlpool pageantry passion splendor chaos upheaval ancient rome story marius wealthy lowborn sulla aristocratic penniless debauched extraordinary men vision whose ruthless ambition lay foundation awesome enduring empire known towering saga great event mortal frailty peopled vast vivid cast unforgettable men woman soldier senator mistress wife king commoner combined richly embroidered human tapestry bring remarkable era bold breathtaking life"
6288,968403,968403,953300,43,1400066336,9781400066340,2007,"The Descendants","The Descendants",NULL,3.82,14124,17650,"jenny buy game boyfriend tom find inexplicably drawn guy behind counter something mysteriously alluring julian pale eye hair place game hand know connection something jenny six friend begin play game tom birthday celebration night friend fun quickly turn night terror obsessive love game game seven friend new reality julian reign prince one friend must confront phobia win game lose game lose life beginning"
6296,21060,21060,4398231,8,142301515,9780142301520,1997,"Crown Duel ","Crown Duel (Crown & Court #1-2)",NULL,4.19,19546,20200,"classic eric carle creator hungry caterpillar one day tiny cricket born meet big cricket chirp welcome tiny cricket try respond sound quiet cricket make way world meeting one insect another greets little cricket cheery hum bee whirr dragonfly whisper praying mantis cricket rub wing together time nothing happens sound day meet another cricket female something different happens child turn page wonderful moment greeted actual chirp full eric gorgeous lush collage art gentle rhythmic text surprise end quiet cricket remains favorite one true master audible electronics replaceable batteryedition msrp u isbn manufactured china"
6304,35354,35354,1671916,70,743484363,9780743484370,1994,"Remember Me ","Remember Me",NULL,3.91,16963,18604,"companion guide new york time bestselling night world series author vampire diary loved night world series first made vampire properly greet witch shapeshifters werewolf rival prepare test night world knowledge trivia question nine book get inside information clan soulmate principle circle daybreak four wild power take two quiz find fit night world best smith share inspiration series answer question asking even reveals fun fact official guide"
6305,1107001,1107001,1093941,13,894802046,9780894802040,1982,"The Silver Palate Cookbook: Delicious Recipes, Menus, Tips, Lore From Manhattan's Celebrated  Gourmet  Food Shop.","The Silver Palate Cookbook",NULL,4.06,15267,15600,"home destroyed fire rosa mother grandmother save coin buy really comfortable chair enjoy"
6315,12331767,12331767,2270643,59,871404028,9780871404020,1975,High-Rise,High-Rise,NULL,3.68,9054,16156,"popular writer blogger television personality reveals humor style jesus extravagant grace key dealing life biggest challenge majority joy struggle thrill heartbreak relate people beginning first people came married birthed live live go church like understand fear struggle compare judge people best worst thing human hatmaker know well reveals practice kindness grace truthfulness vision love around u love lead generation reimagine jesus grace way life funny yet profound manner christian reader love along way hatmaker show reader reclaim prophetic voice become good news hurting polarized world"
6320,38505,38505,1195198,73,843391426X,9788433914260,1989,Hollywood,Hollywood,NULL,3.78,12923,14769,"suzie regular gal irregular gift sex stop time one day meet jon turn ability sooner later get around using gift rob couple bank bawdy brazen sex comedy comic begin collecting sex criminal"
6322,7073,7073,1323492,67,345915623,9780345915630,1994,"A Son of the Circus","A Son of the Circus",NULL,3.61,14878,16493,"never ever cry eureka wo let anyone close enough feel pain mother killed freak accident thing used love hold meaning want escape one thing hold back ander boy everywhere go whose turquoise eye like ocean eureka uncovers ancient tale romance heartbreak girl cried entire continent sea suddenly mother death ander appearance seem connected life take dark undercurrent make sense everything love washed away"
6330,243298,243298,2971193,36,345388666,9780345388670,1993,"The Shining Ones","The Shining Ones (The Tamuli, #2)",NULL,3.95,19083,19856,"nancy drew solving mystery delighting fan year first time purchase classic nancy drew title one complete set secret old clock hidden staircase bungalow mystery mystery lilac inn secret shadow ranch secret red gate farm clue diary nancy mysterious letter sign twisted candle password larkspur lane clue broken locket message hollow oak mystery ivory charm whispering statue haunted bridge clue tapping heel mystery trunk mystery mansion quest missing map clue jewel box secret old attic clue crumbling wall mystery tolling bell clue old album ghost blackwood hall clue leaning chimney secret wooden lady clue black key mystery ski jump clue velvet mask ringmaster secret scarlet slipper mystery witch tree symbol hidden window mystery haunted showboat secret golden pavilion clue old stagecoach mystery fire dragon clue dancing puppet moonstone castle mystery clue whistling bagpipe phantom pine hill mystery step clue crossword cipher spider sapphire mystery invisible intruder mysterious mannequin crooked banister secret mirror bay double jinx mystery mystery glowing eye secret forgotten city sky phantom strange message parchment mystery crocodile island thirteenth pearl triple hoax flying saucer mystery secret old lace greek symbol mystery swami ring kachina doll mystery twin dilemma captive witness"
6333,42696,42696,363317,35,60827882,9780060827880,1976,"Trinity: A Novel of Ireland",Trinity,NULL,4.23,16056,16938,"miramont castle built mysteriously abandoned three year later home many secret one person know truth adrienne beauvier granddaughter comte de challembelles cousin man built time could talk adrienne vision show secret around vision begin reveal dark mystery aristocratic french family adrienne confronted formidable aunt marie determined keep young woman silent cost marie wrench adrienne home france take america miramont castle keep girl isolated imprisoned surrounded eerie premonition adrienne locked struggle learn truth escape daphne du maurier rebecca hauntingly atmospheric tale inspired historical research miramont castle manitou spring colorado"
6342,112872,112872,108680,41,1589190637,9781589190630,1995,"A Light in the Window (The Mitford Years, #2)","A Light in the Window (Mitford Years, #2)",NULL,4.23,17083,18662,"anyone effective le effort learning identify leverage principle unpublicized secret percent result business life stem mere percent principle one great secret highly effective people know example percent customer account percent revenue percent time account percent work accomplish principle show achieve much much le effort time resource simply identifying focusing effort percent really count although principle long influenced today business world author richard koch reveals principle work show use systematic practical way vastly increase effectiveness improve career unspoken corollary principle little spend time actually count concentrating thing unlock enormous potential magic percent transform effectiveness job career business life"
6345,579143,579143,566055,19,307105474,9780307105480,1946,"Scuffy the Tugboat and His Adventures Down the River","Scuffy the Tugboat (Big Little Golden Book)",NULL,4.11,17186,17750,"light think put end trouble using death note kill fbi agent working case japan one agent fiancée used work bureau uncovered information could lead light capture make matter worse l emerged shadow work directly task force headed light father people pursuing every direction light get caught conflux"
6352,13272498,13272498,18476346,62,345515633,9780345515640,2012,"Last to Die","Last to Die (Rizzoli & Isles, #10)",NULL,4.1,16036,20098,"young mikan run away tokyo following best friend hotaru enrolled exclusive secretive private school genius turn lot alice academy meet eye mikan want stay hotaru side pas strange entrance exam face even greater challenge befriending odd new classmate whether hotaru gift inventing gadget cranky natsume ability professor narumi control human pheromone everyone school sort special talent ability mikan posse mikan going rely courage spunk going stay school even stay alive"
6353,6931246,6931246,8814204,31,034549749X,9780345497500,2010,"Kraken: An Anatomy",Kraken,NULL,3.6,16078,18719,"hailed masterpiece american travel writing blue highway unforgettable journey along nation least set little need put home behind sense curiosity little town get get cartographer blank space fill remote oregon simplicity virginia new freedom pennsylvania new hope tennessee arizona whynot mississippi adventure discovery recollection extraordinary people encountered along way amount revelation true american experience"
6382,18452,18452,825359,84,080213422X,9780802134230,1965,NULL,"The Painted Bird",NULL,3.94,14284,15981,"asin moved recent edition herea preacher found brutally murdered tennessee motel room beautiful mysterious young girl accused mystery reader international finalist best debut mystery criminal defense lawyer joe dillard become jaded year tried balance career conscience savvy cynical dillard want quit criminal defense ca resist chance represent someone might actually innocent sister released prison mother succumbing alzheimer dillard commitment case never waver despite personal trouble professional demand threaten destroy"
6392,158516,158516,152994,128,810114844,9780810114840,1927,"Двенадцать стульев","The Twelve Chairs",NULL,4.42,13688,15241,"librarian note see alternate cover edition isbn angelline reign shadow realm longer corrupt blood slaughter people defile land one chapter end final unseen battle remains written jaenelle must unleash terrible power witch destroy enemy stand alone somewhere long lost madness daemon promised consort unyielding love complete court secure reign yet even together strength may enough hold back malevolent force"
6394,18656036,18656036,26470722,28,316231053,9780316231050,2014,"The Fever","The Fever",NULL,3.12,14775,16630,"isbn updated version found herethe fbi want cooperation daughter billionaire owner city top wine store jordan rhodes invited exclusive party chicago one party fbi want crash charity fundraiser famous restaurateur also happens launder money mob exchange brother release prison jordan going date supplied mccall want top undercover agent chicago nick mccall one rule never get personal date jordan rhodes merely determined pull even ca together five minute sarcasm spark begin fly nick investigation compromised jordan choice pretend couple start simple assignment begin feel lot like something"
6398,905092,905092,890240,29,740718584,9780740718590,2006,NULL,"The Millionaire Mind",NULL,4.15,14795,15224,"mercer mayer little critter quite grumpy day classic funny heartwarming critter family say everything little critter want ca keep frog tub help paint house finally mad world little critter announces wo put anymore thankfully latter reconsiders whether cranky slide stubborn sandbox everyone relate beloved story perfect way teach child emotion deal mercer little critter story address major issue growing perennial favorite parent child alike"
6403,6609490,6609490,6989102,7,1442402849,9781442402840,2009,"Night World: The Ultimate Fan Guide.","Night World: The Ultimate Fan Guide",NULL,4.36,13626,13670,"three girl three boy two rival could get pen pal program designed bring together two rival school spirit harmony joy envelope cassie lydia emily send first letter matthew charlie sebastian thing go quite planned start simple letter exchange soon lead secret mission false alarm lock picking mistaken identity war school mention really excellent kissing"
